Access_No,Title,Authors,Department,Rack_No,Matching_Access_No
13827,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13828,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13829,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
1383,Network analysis and synthesis,"Kuo, Franklin F",Electronics,N/A,N/A
13830,Elements of Mechanical Engineering,"Praveen, Kestoor & Ramesh, M R",Mechanical,N/A,N/A
13831,Elements of Mechanical Engineering,"Praveen, Kestoor & Ramesh, M R",Mechanical,N/A,N/A
13832,Elements of Mechanical Engineering,"Praveen, Kestoor & Ramesh, M R",Mechanical,N/A,N/A
13833,Elements of Mechanical Engineering,"Praveen, Kestoor & Ramesh, M R",Mechanical,N/A,N/A
13834,Elements of Mechanical Engineering,"Praveen, Kestoor & Ramesh, M R",Mechanical,N/A,N/A
13835,Elements of Mechanical Engineering,"Praveen, Kestoor & Ramesh, M R",Mechanical,N/A,N/A
13836,Elements of Mechanical Engineering,"Praveen, Kestoor & Ramesh, M R",Mechanical,N/A,N/A
13837,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13838,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13839,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
1384,Network analysis and synthesis,"Kuo, Franklin F",Electronics,N/A,N/A
13840,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13841,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13842,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13843,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13844,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13845,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13846,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13847,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13848,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13849,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
1385,Network analysis and synthesis,"Kuo, Franklin F",Electronics,N/A,N/A
13850,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13851,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13852,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13853,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13854,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13855,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13856,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13857,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13858,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13859,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
1386,Network analysis and synthesis,"Kuo, Franklin F",Electronics,N/A,N/A
13860,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13861,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13862,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13863,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13864,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13865,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13866,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13867,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13868,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13869,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
1387,Network analysis and synthesis,"Kuo, Franklin F",Electronics,N/A,N/A
13870,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13871,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13872,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13873,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13874,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13875,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13876,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13877,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13878,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13879,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
1388,Network analysis and synthesis,"Kuo, Franklin F",Electronics,N/A,N/A
13880,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13881,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13882,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13883,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13884,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13885,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13886,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13887,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13888,Basic Electrical Engineering,Kulshreshtha D C,Electrical,N/A,N/A
13889,Basic Electronics,Rao M V,Electronics,N/A,N/A
1389,Network analysis and synthesis,"Kuo, Franklin F",Electronics,N/A,N/A
13890,Basic Electronics,Rao M V,Electronics,N/A,N/A
13891,Basic Electronics,Rao M V,Electronics,N/A,N/A
13892,Basic Electronics,Rao M V,Electronics,N/A,N/A
13893,Basic Electronics,Rao M V,Electronics,N/A,N/A
13894,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13895,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13896,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13897,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13898,Basic Electronics,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13899,Introduction to the Constitution of India,"Sharma, Brij Kishore",General,N/A,N/A
139,Engineering Mathematics - II,Chandrasekharaiah D S,Mathematics,N/A,N/A
1390,Network analysis and synthesis,"Kuo, Franklin F",Electronics,N/A,N/A
13900,Introduction to the Constitution of India,"Sharma, Brij Kishore",General,N/A,N/A
13901,Introduction to the Constitution of India,"Sharma, Brij Kishore",General,N/A,N/A
13902,Introduction to the Constitution of India,"Sharma, Brij Kishore",General,N/A,N/A
13903,Introduction to the Constitution of India,"Sharma, Brij Kishore",General,N/A,N/A
13904,Basic Electrical Engineering,Kulshreshtha D C,Electrical,N/A,N/A
13905,Basic Electrical Engineering,Kulshreshtha D C,Electrical,N/A,N/A
13906,Basic Electrical Engineering,Kulshreshtha D C,Electrical,N/A,N/A
13907,Basic Electrical Engineering,Kulshreshtha D C,Electrical,N/A,N/A
13908,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13909,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
1391,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Electronics,N/A,N/A
13910,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13911,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13912,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13913,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13914,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13915,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13916,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13917,Engineering Drawing Vol. 1 & 2,"Gopalakrishna, K R",Mechanical,N/A,N/A
13918,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13919,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
1392,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Electronics,N/A,N/A
13920,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13921,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13922,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13923,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13924,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13925,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13926,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13927,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13928,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13929,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
1393,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Electronics,N/A,N/A
13930,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13931,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13932,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13933,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13934,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13935,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13936,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13937,Environmental Studies,Balakrishna Geetha R and Bhatt,Biotechnology,N/A,N/A
13938,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13939,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
1394,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Electronics,N/A,N/A
13940,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13941,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13942,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13943,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13944,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13945,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13946,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13947,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13948,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13949,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
1395,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Electronics,N/A,N/A
13950,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13951,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13952,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13953,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13954,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13955,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13956,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13957,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13958,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13959,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
1396,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Telecommunication,N/A,N/A
13960,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13961,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13962,Text book  of engineering physics,Basavaraju S P,Physics,N/A,N/A
13963,Analog Electronic Circuits,"Godse, A.P. & Bakshi, U.A.",Electronics,N/A,N/A
13964,Logic Design,"Godse, A P & Godse, D A",Electronics,N/A,N/A
13965,Field theory,"Bakshi, U A, Bakshi, A V",Electronics,N/A,N/A
13966,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13967,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13968,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13969,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
1397,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Telecommunication,N/A,N/A
13970,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13971,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13972,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13973,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13974,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13975,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13976,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13977,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13978,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13979,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
1398,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Telecommunication,N/A,N/A
13980,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13981,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13982,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13983,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13984,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13985,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
13986,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13987,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13988,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13989,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
1399,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Telecommunication,N/A,N/A
13990,Text Book of Basic Electrical Engineering,"Rao, M V",Electrical,N/A,N/A
13991,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13992,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13993,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13994,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13995,Chemistry for Engineering Students,"Jaiprakash, B S and Others",Chemistry,N/A,N/A
13996,Environmental Studies,Joseph Benny,Biotechnology,N/A,N/A
13997,Environmental Studies,Joseph Benny,Biotechnology,N/A,N/A
13998,Environmental Studies,Joseph Benny,Biotechnology,N/A,N/A
13999,Environmental Studies,Joseph Benny,Biotechnology,N/A,N/A
14,Golden Maths Series Differential Calculus,Bali N P,Mathematics,N/A,N/A
140,Engineering Mathematics - II,Chandrasekharaiah D S,Mathematics,N/A,N/A
1400,"Schaum's Outline of Theory and problems of electri","Edminister,Joseph A & Nahvi,Ma",Telecommunication,N/A,N/A
14000,Environmental Studies,Joseph Benny,Biotechnology,N/A,N/A
14001,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14002,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14003,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14004,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14005,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14006,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14007,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14008,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14009,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
1401,Network analysis,"Valkenburg,M.E.Van",Electronics,N/A,N/A
14010,Text Book of Elements of Civil Engineering and Eng,"Bhavikatti, S S",Civil,N/A,N/A
14011,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14012,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14013,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14014,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14015,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14016,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14017,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14018,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14019,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
1402,Network analysis,"Valkenburg,M.E.Van",Electronics,N/A,N/A
14020,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14021,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14022,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14023,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14024,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14025,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14026,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14027,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14028,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14029,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
1403,Network analysis,"Valkenburg,M.E.Van",Electronics,N/A,N/A
14030,Engineering Mathematics - I,Chandrashekar K S,Mathematics,N/A,N/A
14031,Basic Electronics,Rao M V,Electronics,N/A,N/A
14032,Basic Electronics,Rao M V,Electronics,N/A,N/A
14033,Basic Electronics,Rao M V,Electronics,N/A,N/A
14034,Basic Electronics,Rao M V,Electronics,N/A,N/A
14035,Basic Electronics,Rao M V,Electronics,N/A,N/A
14036,D C Machines & Synchronous Machines,"Bakshi, U A  & Bakshi, M V",Mechanical,N/A,N/A
14037,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
14038,Text Book of Elements of Mechanical Engineering,"Gopalakrishna, K R., Gopalakri",Mechanical,N/A,N/A
